Year,Month,Week,Season,City,Average Temperature (°C),Average Rainfall (mm),Average Humidity (%),Air Quality Index (AQI),Mosquito Density Index,Population Density (people per sq km),Dengue Cases Reported,Outbreak Risk Level,Latitude,Longitude,Month_Num
2017.0,October,40.0,Post-Monsoon,Lucknow,22.55,28.6,66.2,131.9,0.351,17000.0,96.0,Moderate,26.8467,80.9462,10
2017.0,October,40.0,Post-Monsoon,Kanpur,26.88,23.83,69.6,143.4,0.576,10000.0,89.0,Moderate,26.4499,80.3319,10
2017.0,October,40.0,Post-Monsoon,Nagpur,25.64,12.01,67.535,76.2,0.421,9000.0,43.0,Moderate,21.1458,79.0882,10
2017.0,October,40.0,Post-Monsoon,Indore,24.34,12.33,66.84,128.5,0.324,8500.0,40.0,Low,22.7196,75.8577,10
2017.0,October,40.0,Post-Monsoon,Bhopal,26.62,16.19,67.535,119.8,0.42,2800.0,21.0,Moderate,23.2599,77.4126,10
2017.0,October,40.0,Post-Monsoon,Surat,26.37,21.19,87.37,111.5,0.688,17000.0,174.0,High,21.1702,72.8311,10
2017.0,October,40.0,Post-Monsoon,Vadodara (Baroda),25.34,10.38,67.535,114.0,0.395,7500.0,35.0,Low,22.3072,73.1812,10
2017.0,October,40.0,Post-Monsoon,Nashik,22.62,11.95,64.95,62.0,0.225,4000.0,5.0,Low,19.9975,73.7898,10
2017.0,October,40.0,Post-Monsoon,Ludhiana,25.24,3.03,63.51,80.6,0.439,10000.0,43.0,Moderate,30.901,75.8573,10
2017.0,October,40.0,Post-Monsoon,Agra,25.18,21.21,58.84,125.5,0.456,8500.0,70.0,Moderate,27.1767,78.0081,10
2017.0,October,40.0,Post-Monsoon,Meerut,24.92,17.81,66.61,107.7,0.413,12000.0,81.0,Moderate,28.9845,77.7064,10
2017.0,October,40.0,Post-Monsoon,Ahmedabad,26.22,13.7,65.83,90.2,0.526,7800.0,56.0,Moderate,16.5062,80.648,10
2017.0,October,40.0,Post-Monsoon,Ranchi,25.84,2.38,65.77,96.3,0.429,6000.0,33.0,Moderate,23.3441,77.7064,10
2017.0,October,40.0,Post-Monsoon,Patna,24.94,3.39,68.96,116.0,0.345,21000.0,130.0,Moderate,25.5941,85.1376,10
2017.0,October,40.0,Post-Monsoon,Visakhapatnam,25.77,20.52,78.97,126.2,0.57,6500.0,46.0,Moderate,17.6868,83.2185,10
2017.0,October,40.0,Post-Monsoon,Coimbatore,26.22,11.72,66.33,80.2,0.428,8500.0,40.0,Moderate,11.0168,76.9558,10
2017.0,October,40.0,Post-Monsoon,Madurai,27.15,29.59,67.535,107.2,0.583,7000.0,62.0,Moderate,9.9252,78.1198,10
2017.0,October,40.0,Post-Monsoon,Thiruvananthapuram (Trivandrum),27.4,37.46,75.89,93.2,0.581,5000.0,38.0,Moderate,8.5241,76.9366,10
2017.0,October,40.0,Post-Monsoon,Kochi (Cochin),22.61,51.34,84.24,120.2,0.614,9000.0,67.0,High,9.9312,76.2673,10
2017.0,October,40.0,Post-Monsoon,Bhubaneswar,25.66,36.51,75.42,121.8,0.512,6000.0,44.0,Moderate,20.2961,85.8245,10
2017.0,October,40.0,Post-Monsoon,Guwahati,24.41,21.28,77.93,98.2,0.43,7000.0,49.0,Moderate,26.1445,91.7362,10
2017.0,October,41.0,Post-Monsoon,Delhi (NCT),25.64,11.69,69.55,107.6,0.454,11297.0,91.0,Moderate,28.7041,77.1025,10
2017.0,October,41.0,Post-Monsoon,Mumbai,24.08,59.8,82.42,113.7,0.568,20400.0,188.0,Moderate,19.076,72.8777,10
2017.0,October,41.0,Post-Monsoon,Kolkata,24.96,7.98,67.535,163.0,0.387,24000.0,124.0,Moderate,22.5726,88.3639,10
2017.0,October,41.0,Post-Monsoon,Chennai,21.33,53.28,82.99,104.2,0.51,26000.0,167.0,Moderate,13.0827,80.2707,10
2017.0,October,41.0,Post-Monsoon,Bengaluru,23.06,1.3,68.09,119.1,0.217,11700.0,45.0,Low,12.9716,77.5946,10
2017.0,October,41.0,Post-Monsoon,Hyderabad,20.27,23.89,67.52,101.0,0.268,10000.0,55.0,Moderate,17.385,78.4867,10
2017.0,October,41.0,Post-Monsoon,Pune,25.86,27.37,69.47,92.6,0.412,6000.0,34.0,Moderate,18.5204,73.8567,10
2017.0,October,41.0,Post-Monsoon,Ahmedabad,25.02,25.46,73.3,87.2,0.447,12100.0,98.0,Moderate,23.0225,72.5714,10
2017.0,October,41.0,Post-Monsoon,Jaipur,24.61,10.04,59.69,100.4,0.366,6000.0,33.0,Low,26.9124,75.7873,10
2017.0,October,41.0,Post-Monsoon,Lucknow,24.05,21.46,66.4,111.4,0.296,17000.0,88.0,Moderate,26.8467,80.9462,10
2017.0,October,41.0,Post-Monsoon,Kanpur,25.02,3.15,70.9,91.6,0.321,10000.0,43.0,Low,26.4499,80.3319,10
2017.0,October,41.0,Post-Monsoon,Nagpur,25.26,10.88,73.92,117.0,0.462,9000.0,48.0,Moderate,21.1458,79.0882,10
2017.0,October,41.0,Post-Monsoon,Indore,23.0,25.0,67.535,105.0,0.291,8500.0,43.0,Low,22.7196,75.8577,10
2017.0,October,41.0,Post-Monsoon,Bhopal,29.65,7.5,61.42,106.6,0.64,2800.0,21.0,High,23.2599,77.4126,10
2017.0,October,41.0,Post-Monsoon,Surat,26.0,25.26,72.18,185.5,0.5,17000.0,139.0,Moderate,21.1702,72.8311,10
2017.0,October,41.0,Post-Monsoon,Vadodara (Baroda),26.75,6.9,63.87,149.8,0.501,7500.0,41.0,Moderate,22.3072,73.1812,10
2017.0,January,41.0,Winter,Nashik,24.87,29.13,66.48,114.5,0.5,4000.0,20.0,Moderate,19.9975,73.7898,1
2017.0,October,41.0,Post-Monsoon,Ludhiana,24.61,27.85,58.17,79.8,0.444,10000.0,84.0,Low,22.3072,75.8573,10
2017.0,October,41.0,Post-Monsoon,Agra,26.87,27.58,65.52,113.7,0.477,8500.0,58.0,Moderate,27.1767,78.0081,10
2017.0,October,41.0,Post-Monsoon,Meerut,25.26,21.39,69.62,136.5,0.436,12000.0,80.0,Moderate,28.9845,77.7064,10
2017.0,January,41.0,Winter,Vijayawada,25.1,9.35,69.05,50.0,0.44,7800.0,57.0,Moderate,16.5062,80.648,1
2017.0,January,41.0,Winter,Ranchi,26.99,10.0,66.4,99.4,0.388,6000.0,25.0,Low,23.3441,85.3096,1
2017.0,October,41.0,Post-Monsoon,Patna,27.26,16.38,71.22,136.0,0.518,21000.0,167.0,Moderate,25.5941,85.1376,10
2017.0,October,41.0,Post-Monsoon,Visakhapatnam,25.17,46.12,77.72,102.0,0.553,6500.0,38.0,Moderate,17.6868,83.2185,10
2017.0,October,41.0,Post-Monsoon,Coimbatore,23.22,3.66,66.6,89.6,0.254,8500.0,56.0,Moderate,11.0168,76.9558,10
2017.0,January,41.0,Winter,Madurai,23.96,8.53,66.69,53.7,0.285,7000.0,33.0,Low,9.9252,78.1198,1
2017.0,October,41.0,Post-Monsoon,Thiruvananthapuram (Trivandrum),23.08,16.43,71.57,120.9,0.331,5000.0,42.0,Low,8.5241,76.9366,10
2017.0,October,41.0,Post-Monsoon,Kochi (Cochin),25.8,54.73,78.59,102.1,0.54,9000.0,74.0,Moderate,9.9312,76.2673,10
2017.0,October,41.0,Post-Monsoon,Bhubaneswar,25.46,8.43,75.68,84.7,0.394,6000.0,31.0,Low,20.2961,85.8245,10
2017.0,October,41.0,Post-Monsoon,Guwahati,24.4,48.93,78.85,94.4,0.542,7000.0,45.0,Moderate,26.1445,91.7362,10
2017.0,October,42.0,Post-Monsoon,Delhi (NCT),25.16,17.97,63.65,129.9,0.409,11297.0,84.0,Moderate,28.7041,77.1025,10
2017.0,October,42.0,Post-Monsoon,Mumbai,23.66,53.22,75.86,134.9,0.596,20400.0,178.0,Moderate,19.076,72.8777,10
2017.0,October,42.0,Post-Monsoon,Kolkata,22.71,47.15,91.2,132.1,0.539,24000.0,200.0,Moderate,22.5726,88.3639,10
2017.0,October,42.0,Post-Monsoon,Chennai,28.62,52.73,79.01,133.9,0.644,26000.0,209.0,High,13.0827,80.2707,10
2017.0,October,42.0,Post-Monsoon,Bengaluru,26.19,20.04,68.53,116.7,0.344,11700.0,71.0,Moderate,12.9716,77.5946,10
2017.0,October,42.0,Post-Monsoon,Hyderabad,22.7,13.48,72.07,159.7,0.291,10000.0,35.0,Low,17.385,78.4867,10
2017.0,October,42.0,Post-Monsoon,Pune,32.07,5.24,75.89,111.0,0.622,8500.0,70.0,High,18.5204,73.8567,10
2017.0,October,42.0,Post-Monsoon,Ahmedabad,23.72,9.2,65.7,111.8,0.223,12100.0,28.0,Low,23.0225,72.5714,10
2017.0,October,42.0,Post-Monsoon,Jaipur,23.15,15.18,71.11,104.5,0.339,6000.0,20.0,Low,26.9124,75.7873,10
2017.0,October,42.0,Post-Monsoon,Lucknow,21.84,-1.55,67.535,121.3,0.123,17000.0,53.0,Moderate,26.8467,80.9462,10
2017.0,October,42.0,Post-Monsoon,Kanpur,24.96,19.9,70.26,117.1,0.396,10000.0,59.0,Moderate,26.4499,80.3319,10
2017.0,October,42.0,Post-Monsoon,Nagpur,27.34,9.01,79.43,89.4,0.571,9000.0,85.0,Moderate,21.1458,79.0882,10
2017.0,October,42.0,Post-Monsoon,Indore,26.75,2.89,71.32,127.5,0.532,8500.0,57.0,Moderate,22.7196,75.8577,10
2017.0,October,42.0,Post-Monsoon,Bhopal,25.11,14.68,64.78,86.9,0.43,2800.0,19.0,Moderate,23.2599,77.4126,10
2017.0,January,42.0,Winter,Surat,26.75,12.1,79.57,134.3,0.458,17000.0,96.0,Moderate,21.1702,72.8311,1
2017.0,January,42.0,Winter,Vadodara (Baroda),26.23,19.08,65.18,90.4,0.503,7500.0,60.0,Moderate,22.3072,73.1812,1
2017.0,October,42.0,Post-Monsoon,Nashik,24.71,12.69,65.75,95.5,0.411,4000.0,21.0,Moderate,19.9975,73.7898,10
2017.0,October,42.0,Post-Monsoon,Ludhiana,20.91,13.1,66.78,136.6,0.246,10000.0,21.0,Low,30.901,75.8573,10
2017.0,October,42.0,Post-Monsoon,Agra,26.94,18.5,58.83,158.4,0.438,8500.0,60.0,Moderate,27.1767,78.0081,10
2017.0,October,42.0,Post-Monsoon,Meerut,22.42,11.35,69.4,101.7,0.29,12000.0,53.0,Moderate,28.9845,77.7064,10
2017.0,October,42.0,Post-Monsoon,Vijayawada,30.02,25.98,68.71,88.5,0.486,7800.0,57.0,Moderate,16.5062,80.648,10
2017.0,October,42.0,Post-Monsoon,Ranchi,21.17,7.4,73.28,60.2,0.262,6000.0,21.0,Low,23.3441,85.3096,10
2017.0,October,42.0,Post-Monsoon,Ahmedabad,28.84,19.39,73.76,154.8,0.597,21000.0,214.0,High,25.5941,85.1376,10
2017.0,October,42.0,Post-Monsoon,Visakhapatnam,21.44,31.9,80.69,81.2,0.42,6500.0,31.0,Moderate,17.6868,77.7064,10
2017.0,January,42.0,Winter,Coimbatore,24.22,13.68,70.15,101.7,0.486,8500.0,38.0,Low,11.0168,76.9558,1
2017.0,October,42.0,Post-Monsoon,Madurai,26.02,25.64,65.03,101.7,0.422,7000.0,45.0,Moderate,9.9252,78.1198,10
2017.0,October,42.0,Post-Monsoon,Thiruvananthapuram (Trivandrum),25.66,47.91,79.46,78.2,0.571,5000.0,48.0,Moderate,8.5241,76.9366,10
2017.0,October,42.0,Post-Monsoon,Kochi (Cochin),22.68,51.29,71.41,106.2,0.449,9000.0,43.0,Moderate,9.9312,76.2673,10
2017.0,October,42.0,Post-Monsoon,Bhubaneswar,23.51,13.68,79.32,118.4,0.607,6000.0,56.0,High,20.2961,85.8245,10
2017.0,October,42.0,Post-Monsoon,Guwahati,26.75,72.88,75.59,50.0,0.601,7000.0,78.0,High,26.1445,91.7362,10
2017.0,October,43.0,Post-Monsoon,Delhi (NCT),26.8,16.42,66.8,109.2,0.454,11297.0,71.0,Moderate,28.7041,77.1025,10
2017.0,October,43.0,Post-Monsoon,Mumbai,26.93,41.5,74.86,139.0,0.584,20400.0,176.0,Moderate,19.076,72.8777,10
2017.0,October,43.0,Post-Monsoon,Kolkata,24.75,73.09,89.89,128.5,0.656,24000.0,264.0,High,22.5726,88.3639,10
2017.0,October,43.0,Post-Monsoon,Chennai,27.01,20.08,77.21,145.6,0.613,26000.0,227.0,High,13.0827,80.2707,10
2017.0,October,43.0,Post-Monsoon,Bengaluru,25.55,17.79,72.94,141.1,0.486,11700.0,78.0,Moderate,12.9716,77.5946,10
2017.0,October,43.0,Post-Monsoon,Hyderabad,26.15,5.12,63.4,144.9,0.382,10000.0,59.0,Moderate,17.385,78.4867,10
2017.0,October,43.0,Post-Monsoon,Pune,25.26,14.29,60.2,68.7,0.366,6000.0,43.0,Low,18.5204,73.8567,10
2017.0,October,43.0,Post-Monsoon,Ahmedabad,20.83,4.93,59.48,124.7,0.229,12100.0,43.0,Low,23.0225,72.5714,10
2017.0,October,43.0,Post-Monsoon,Jaipur,25.69,11.81,60.21,92.1,0.38,6000.0,38.0,Low,26.9124,75.7873,10
2017.0,October,43.0,Post-Monsoon,Lucknow,27.94,21.08,62.37,106.7,0.486,17000.0,107.0,Moderate,26.8467,80.9462,10
2017.0,October,43.0,Post-Monsoon,Kanpur,22.89,23.03,64.64,101.9,0.427,10000.0,77.0,Moderate,26.4499,80.3319,10
2017.0,October,43.0,Post-Monsoon,Nagpur,25.99,6.28,61.54,95.9,0.328,9000.0,50.0,Low,21.1458,79.0882,10
2017.0,October,43.0,Post-Monsoon,Indore,23.25,22.94,71.45,95.9,0.446,8500.0,56.0,Moderate,22.7196,75.8577,10
2017.0,October,43.0,Post-Monsoon,Bhopal,26.75,4.12,69.22,105.9,0.208,2800.0,11.0,Low,22.3072,77.4126,10
2017.0,January,43.0,Winter,Surat,24.44,53.04,82.54,113.4,0.578,17000.0,186.0,Moderate,22.3072,72.8311,1
2017.0,October,43.0,Post-Monsoon,Vadodara (Baroda),24.13,6.33,75.76,80.1,0.389,7500.0,34.0,Low,22.3072,73.1812,10
2017.0,October,43.0,Post-Monsoon,Nashik,25.94,19.48,76.46,122.2,0.489,4000.0,24.0,Moderate,22.3072,73.7898,10
2017.0,October,43.0,Post-Monsoon,Ludhiana,26.75,28.22,63.85,97.2,0.542,10000.0,76.0,Moderate,30.901,75.8573,10
2017.0,January,43.0,Winter,Agra,24.19,13.68,65.9,118.8,0.435,8500.0,54.0,Moderate,27.1767,78.0081,1
2017.0,October,43.0,Post-Monsoon,Meerut,24.28,6.7,68.64,110.5,0.486,12000.0,45.0,Low,28.9845,77.7064,10
2017.0,October,43.0,Post-Monsoon,Vijayawada,25.57,20.22,67.535,94.0,0.459,7800.0,65.0,Moderate,16.5062,80.648,10
2017.0,October,43.0,Post-Monsoon,Ranchi,25.93,11.5,71.59,144.6,0.456,6000.0,43.0,Moderate,23.3441,85.3096,10
2017.0,October,43.0,Post-Monsoon,Patna,26.42,17.84,64.17,143.5,0.487,21000.0,170.0,Moderate,22.3072,85.1376,10
2017.0,October,43.0,Post-Monsoon,Ahmedabad,23.09,13.68,77.5,91.7,0.3,6500.0,31.0,Low,17.6868,83.2185,10
2017.0,October,43.0,Post-Monsoon,Coimbatore,27.4,25.79,56.97,113.7,0.486,8500.0,58.0,Moderate,11.0168,76.9558,10
2017.0,October,43.0,Post-Monsoon,Madurai,24.27,2.53,61.61,120.3,0.225,7000.0,17.0,Low,9.9252,78.1198,10
2017.0,October,43.0,Post-Monsoon,Thiruvananthapuram (Trivandrum),26.15,33.35,82.84,117.7,0.524,5000.0,31.0,Moderate,8.5241,76.9366,10
2017.0,October,43.0,Post-Monsoon,Kochi (Cochin),28.32,41.19,79.52,113.9,0.672,9000.0,94.0,High,9.9312,76.2673,10
2017.0,October,43.0,Post-Monsoon,Bhubaneswar,27.44,52.38,79.19,66.9,0.578,6000.0,49.0,Moderate,20.2961,85.8245,10
2017.0,October,43.0,Post-Monsoon,Guwahati,22.34,64.7,79.21,108.1,0.497,7000.0,65.0,Moderate,26.1445,91.7362,10
2017.0,October,44.0,Post-Monsoon,Delhi (NCT),23.62,24.6,64.91,115.3,0.411,8500.0,77.0,Moderate,28.7041,77.1025,10
2017.0,October,44.0,Post-Monsoon,Mumbai,27.12,13.68,77.05,143.9,0.507,20400.0,150.0,Low,19.076,72.8777,10
2017.0,October,44.0,Post-Monsoon,Kolkata,25.01,63.88,67.535,116.7,0.538,8500.0,193.0,Moderate,22.5726,88.3639,10
2017.0,October,44.0,Post-Monsoon,Chennai,20.75,13.68,72.25,128.8,0.312,26000.0,43.0,Moderate,13.0827,80.2707,10
2017.0,October,44.0,Post-Monsoon,Bengaluru,24.44,8.39,67.535,158.9,0.284,8500.0,49.0,Low,12.9716,77.5946,10
2017.0,October,44.0,Post-Monsoon,Hyderabad,27.18,13.3,70.8,100.4,0.476,10000.0,63.0,Moderate,17.385,78.4867,10
2017.0,January,44.0,Winter,Pune,27.18,28.26,65.26,107.0,0.529,6000.0,32.0,Moderate,18.5204,73.8567,1
2017.0,October,44.0,Post-Monsoon,Ahmedabad,23.91,18.74,70.22,120.7,0.466,12100.0,79.0,Moderate,22.3072,72.5714,10
2017.0,October,44.0,Post-Monsoon,Jaipur,22.29,28.83,67.535,114.0,0.239,8500.0,26.0,Low,26.9124,77.7064,10
2017.0,October,44.0,Post-Monsoon,Lucknow,26.95,30.41,71.73,150.9,0.583,17000.0,148.0,Moderate,26.8467,80.9462,10
2017.0,October,44.0,Post-Monsoon,Kanpur,26.75,29.79,68.58,139.5,0.404,10000.0,41.0,Moderate,26.4499,80.3319,10
2017.0,October,44.0,Post-Monsoon,Nagpur,24.05,16.9,66.35,79.7,0.279,9000.0,28.0,Low,21.1458,79.0882,10
2017.0,October,44.0,Post-Monsoon,Indore,23.91,13.09,65.18,77.3,0.425,8500.0,55.0,Moderate,22.7196,75.8577,10
2017.0,October,44.0,Post-Monsoon,Bhopal,27.0,30.58,64.23,97.1,0.516,2800.0,28.0,Moderate,23.2599,77.4126,10
2017.0,October,44.0,Post-Monsoon,Surat,22.75,31.65,82.57,120.7,0.38,17000.0,83.0,Moderate,21.1702,72.8311,10
2017.0,October,44.0,Post-Monsoon,Vadodara (Baroda),26.76,10.13,68.54,95.0,0.448,7500.0,43.0,Moderate,22.3072,73.1812,10
2017.0,October,44.0,Post-Monsoon,Nashik,25.52,12.58,64.18,110.3,0.547,4000.0,29.0,Moderate,22.3072,73.7898,10
2017.0,October,44.0,Post-Monsoon,Ahmedabad,21.33,14.81,61.64,117.5,0.241,10000.0,30.0,Low,30.901,75.8573,10
2017.0,October,44.0,Post-Monsoon,Agra,27.17,20.04,60.02,145.0,0.431,8500.0,57.0,Moderate,22.3072,78.0081,10
2017.0,October,44.0,Post-Monsoon,Meerut,23.13,18.87,64.56,119.6,0.33,12000.0,61.0,Moderate,28.9845,77.7064,10
2017.0,October,44.0,Post-Monsoon,Vijayawada,22.35,-0.38,63.76,93.6,0.486,7800.0,40.0,Low,16.5062,77.7064,10
2017.0,October,44.0,Post-Monsoon,Ranchi,26.13,3.69,72.87,112.6,0.344,6000.0,38.0,Low,23.3441,85.3096,10
2017.0,October,44.0,Post-Monsoon,Ahmedabad,26.75,21.09,67.68,155.7,0.455,21000.0,192.0,Moderate,25.5941,77.7064,10
2017.0,October,44.0,Post-Monsoon,Visakhapatnam,23.05,35.7,81.16,113.7,0.378,6500.0,43.0,Low,17.6868,83.2185,10
2017.0,October,44.0,Post-Monsoon,Coimbatore,26.75,27.7,67.535,99.3,0.352,8500.0,37.0,Low,22.3072,76.9558,10
2017.0,October,44.0,Post-Monsoon,Madurai,25.86,26.26,66.26,100.9,0.418,7000.0,45.0,Moderate,9.9252,78.1198,10
2017.0,October,44.0,Post-Monsoon,Thiruvananthapuram (Trivandrum),20.96,39.44,83.36,132.5,0.494,5000.0,27.0,Moderate,8.5241,76.9366,10
2017.0,October,44.0,Post-Monsoon,Kochi (Cochin),25.43,39.76,71.77,148.9,0.621,9000.0,75.0,High,9.9312,76.2673,10
2017.0,October,44.0,Post-Monsoon,Bhubaneswar,26.75,25.1,74.46,73.2,0.471,6000.0,46.0,Moderate,20.2961,85.8245,10
2017.0,October,44.0,Post-Monsoon,Guwahati,24.77,23.91,78.97,95.4,0.505,7000.0,46.0,Moderate,26.1445,91.7362,10
2017.0,November,45.0,Post-Monsoon,Ahmedabad,26.75,17.96,59.12,149.2,0.443,11297.0,80.0,Low,28.7041,77.1025,11
2017.0,November,45.0,Post-Monsoon,Mumbai,25.59,7.84,83.27,142.8,0.397,20400.0,122.0,Moderate,19.076,72.8777,11
2017.0,November,45.0,Post-Monsoon,Kolkata,27.72,52.46,79.78,133.3,0.685,24000.0,250.0,High,22.5726,88.3639,11
2017.0,November,45.0,Post-Monsoon,Chennai,24.9,8.85,73.01,130.6,0.455,26000.0,168.0,Moderate,13.0827,80.2707,11
2017.0,November,45.0,Post-Monsoon,Bengaluru,25.7,28.33,67.9,131.8,0.481,11700.0,65.0,Moderate,12.9716,77.5946,11
2017.0,November,45.0,Post-Monsoon,Hyderabad,22.89,8.09,66.65,129.9,0.305,10000.0,36.0,Low,17.385,78.4867,11
2017.0,November,45.0,Post-Monsoon,Pune,26.11,5.57,68.67,102.2,0.372,6000.0,45.0,Low,18.5204,73.8567,11
2017.0,November,45.0,Post-Monsoon,Ahmedabad,22.02,15.1,69.71,104.2,0.336,12100.0,48.0,Low,23.0225,72.5714,11
2017.0,November,45.0,Post-Monsoon,Jaipur,21.58,13.34,62.99,97.0,0.299,6000.0,32.0,Low,26.9124,75.7873,11
2017.0,November,45.0,Post-Monsoon,Lucknow,21.89,8.98,60.4,141.6,0.333,17000.0,65.0,Moderate,26.8467,80.9462,11
2017.0,November,45.0,Post-Monsoon,Kanpur,20.99,23.74,62.74,132.7,0.268,10000.0,55.0,Moderate,26.4499,77.7064,11
2017.0,January,45.0,Winter,Nagpur,26.75,28.58,64.01,103.4,0.486,9000.0,37.0,Moderate,21.1458,79.0882,1
2017.0,November,45.0,Post-Monsoon,Indore,24.56,13.16,66.54,84.5,0.293,8500.0,34.0,Low,22.3072,75.8577,11
2017.0,November,45.0,Post-Monsoon,Bhopal,19.57,27.16,77.83,104.2,0.32,2800.0,17.0,Low,23.2599,77.4126,11
2017.0,November,45.0,Post-Monsoon,Surat,25.38,22.74,74.46,102.8,0.459,17000.0,110.0,Moderate,21.1702,72.8311,11
2017.0,November,45.0,Post-Monsoon,Vadodara (Baroda),23.37,18.19,66.06,113.6,0.444,8500.0,43.0,Moderate,22.3072,73.1812,11
2017.0,November,45.0,Post-Monsoon,Nashik,26.06,13.1,63.09,62.1,0.479,4000.0,40.0,Moderate,19.9975,73.7898,11
2017.0,November,45.0,Post-Monsoon,Ludhiana,24.94,12.51,62.77,63.5,0.457,10000.0,55.0,Moderate,30.901,75.8573,11
2017.0,November,45.0,Post-Monsoon,Ahmedabad,23.11,7.55,63.18,125.5,0.425,8500.0,53.0,Moderate,27.1767,78.0081,11
2017.0,November,45.0,Post-Monsoon,Meerut,24.83,11.52,61.17,90.9,0.317,12000.0,51.0,Moderate,28.9845,77.7064,11
2017.0,November,45.0,Post-Monsoon,Vijayawada,23.68,-0.44,70.06,127.5,0.317,7800.0,8.0,Low,16.5062,80.648,11
2017.0,November,45.0,Post-Monsoon,Ranchi,26.86,10.41,72.67,111.2,0.545,6000.0,40.0,Moderate,23.3441,85.3096,11
2017.0,November,45.0,Post-Monsoon,Patna,24.12,24.25,66.7,141.4,0.404,21000.0,144.0,Moderate,25.5941,85.1376,11
2017.0,November,45.0,Post-Monsoon,Visakhapatnam,24.67,43.43,74.28,113.7,0.368,6500.0,34.0,Low,17.6868,83.2185,11
2017.0,November,45.0,Post-Monsoon,Coimbatore,23.03,19.72,63.59,97.8,0.293,8500.0,24.0,Low,11.0168,76.9558,11
2017.0,November,45.0,Post-Monsoon,Madurai,21.11,1.45,75.1,121.8,0.199,7000.0,10.0,Low,9.9252,78.1198,11
2017.0,November,45.0,Post-Monsoon,Thiruvananthapuram (Trivandrum),26.13,15.9,82.3,108.2,0.579,5000.0,32.0,Moderate,8.5241,76.9366,11
2017.0,November,45.0,Post-Monsoon,Kochi (Cochin),26.86,34.32,84.95,109.2,0.586,9000.0,81.0,Moderate,9.9312,76.2673,11
2017.0,November,45.0,Post-Monsoon,Bhubaneswar,24.69,32.07,77.26,89.1,0.512,6000.0,49.0,Moderate,20.2961,85.8245,11
2017.0,November,45.0,Post-Monsoon,Ahmedabad,23.9,35.73,80.5,66.6,0.45,7000.0,52.0,Moderate,26.1445,91.7362,11
2017.0,November,46.0,Post-Monsoon,Delhi (NCT),22.87,22.94,61.08,130.5,0.486,11297.0,73.0,Moderate,28.7041,77.1025,11
2017.0,November,46.0,Post-Monsoon,Mumbai,24.23,13.68,74.21,121.0,0.576,20400.0,202.0,High,19.076,77.7064,11
2017.0,November,46.0,Post-Monsoon,Kolkata,22.82,70.97,93.19,102.1,0.592,24000.0,195.0,Moderate,22.5726,88.3639,11
2017.0,November,46.0,Post-Monsoon,Chennai,24.28,11.45,84.68,153.1,0.501,26000.0,164.0,Moderate,13.0827,80.2707,11
2017.0,November,46.0,Post-Monsoon,Bengaluru,23.77,13.28,69.85,151.3,0.356,11700.0,62.0,Moderate,12.9716,77.5946,11
2017.0,November,46.0,Post-Monsoon,Ahmedabad,23.98,29.21,71.32,138.3,0.403,10000.0,67.0,Moderate,17.385,78.4867,11
2017.0,November,46.0,Post-Monsoon,Ahmedabad,26.06,19.75,69.31,111.8,0.448,6000.0,37.0,Moderate,18.5204,73.8567,11
2017.0,November,46.0,Post-Monsoon,Ahmedabad,26.75,17.11,69.4,127.6,0.431,12100.0,79.0,Moderate,23.0225,72.5714,11
2017.0,November,46.0,Post-Monsoon,Jaipur,26.18,8.4,64.87,83.2,0.443,6000.0,38.0,Moderate,26.9124,75.7873,11
2017.0,November,46.0,Post-Monsoon,Lucknow,23.85,8.6,67.41,134.5,0.26,17000.0,67.0,Moderate,26.8467,80.9462,11
2017.0,November,46.0,Post-Monsoon,Kanpur,22.03,17.63,63.74,88.3,0.282,10000.0,42.0,Low,26.4499,80.3319,11
2017.0,November,46.0,Post-Monsoon,Nagpur,28.86,18.7,66.65,106.2,0.6,9000.0,82.0,Moderate,21.1458,79.0882,11
2017.0,November,46.0,Post-Monsoon,Indore,27.52,21.81,68.86,80.2,0.474,8500.0,58.0,Moderate,22.7196,75.8577,11
2017.0,November,46.0,Post-Monsoon,Bhopal,22.36,3.84,68.97,81.4,0.345,2800.0,9.0,Low,23.2599,77.4126,11
2017.0,January,46.0,Winter,Surat,24.57,8.61,80.83,109.5,0.335,17000.0,81.0,Low,21.1702,72.8311,1
2017.0,November,46.0,Post-Monsoon,Vadodara (Baroda),24.15,14.53,69.73,123.7,0.338,7500.0,23.0,Low,22.3072,73.1812,11
2017.0,November,46.0,Post-Monsoon,Ahmedabad,23.65,23.87,71.29,97.8,0.406,8500.0,16.0,Moderate,19.9975,73.7898,11
2017.0,November,46.0,Post-Monsoon,Ludhiana,26.75,26.43,57.68,111.1,0.451,10000.0,80.0,Moderate,30.901,75.8573,11
2017.0,November,46.0,Post-Monsoon,Agra,22.88,5.36,59.56,96.8,0.237,8500.0,23.0,Low,27.1767,78.0081,11
2017.0,November,46.0,Post-Monsoon,Meerut,24.62,21.61,69.04,110.1,0.521,12000.0,80.0,Moderate,28.9845,77.7064,11
2017.0,November,46.0,Post-Monsoon,Ahmedabad,23.26,15.53,70.87,94.4,0.244,7800.0,35.0,Low,16.5062,80.648,11
2017.0,November,46.0,Post-Monsoon,Ranchi,25.5,27.52,68.14,107.3,0.504,6000.0,34.0,Moderate,23.3441,85.3096,11
